Site,Sensor number,Download date,Calibration date,Temp_(C),Voltage#1,TK,S(T),Eo(T),pH,Date time
BML,3,7/10/2021,6/4 and 7/10,12.76462844,0.066692,285.9146284,0.056730932,-0.378513209,7.847662478,7/04/21 22:15:00
BML,3,7/10/2021,6/4 and 7/10,12.65750892,0.06618284,285.8075089,0.056709678,-0.37840609,7.839736478,7/04/21 22:30:00
BML,3,7/10/2021,6/4 and 7/10,12.57538427,0.06578494,285.7253843,0.056693383,-0.378323965,7.833522783,7/04/21 22:45:00
BML,3,7/10/2021,6/4 and 7/10,12.49370754,0.06556266,285.6437075,0.056677176,-0.378242288,7.830399747,7/04/21 23:00:00
BML,3,7/10/2021,6/4 and 7/10,12.43120413,0.06526566,285.5812041,0.056664775,-0.378179785,7.825769149,7/04/21 23:15:00
BML,3,7/10/2021,6/4 and 7/10,12.39525797,0.06500478,285.545258,0.056657642,-0.378143839,7.821515361,7/04/21 23:30:00
BML,3,7/10/2021,6/4 and 7/10,12.3747838,0.06502634,285.5247838,0.05665358,-0.378123365,7.822095386,7/04/21 23:45:00
BML,3,7/10/2021,6/4 and 7/10,12.36883207,0.06511432,285.5188321,0.056652399,-0.378117413,7.823706362,7/05/21 00:00:00
BML,3,7/10/2021,6/4 and 7/10,12.37509423,0.06526286,285.5250942,0.056653641,-0.378123675,7.826267203,7/05/21 00:15:00
BML,3,7/10/2021,6/4 and 7/10,12.39019161,0.06533234,285.5401916,0.056656637,-0.378138773,7.82734621,7/05/21 00:30:00
BML,3,7/10/2021,6/4 and 7/10,12.40577767,0.06508686,285.5557777,0.05665973,-0.378154359,7.822861534,7/05/21 00:45:00
BML,3,7/10/2021,6/4 and 7/10,12.44716424,0.06528928,285.5971642,0.056667941,-0.378195745,7.826030276,7/05/21 01:00:00
BML,3,7/10/2021,6/4 and 7/10,12.50797928,0.06588114,285.6579793,0.056680008,-0.37825656,7.83587924,7/05/21 01:15:00
BML,3,7/10/2021,6/4 and 7/10,12.51797267,0.06538384,285.6679727,0.056681991,-0.378266554,7.827007918,7/05/21 01:30:00
BML,3,7/10/2021,6/4 and 7/10,12.52312242,0.0656359,285.6731224,0.056683013,-0.378271703,7.831404509,7/05/21 01:45:00
BML,3,7/10/2021,6/4 and 7/10,12.54295064,0.06562702,285.6929506,0.056686947,-0.378291532,7.831054114,7/05/21 02:00:00
BML,3,7/10/2021,6/4 and 7/10,12.56824445,0.06570692,285.7182444,0.056691966,-0.378316825,7.832216386,7/05/21 02:15:00
BML,3,7/10/2021,6/4 and 7/10,12.60280739,0.06602758,285.7528074,0.056698824,-0.378351388,7.837534133,7/05/21 02:30:00
BML,3,7/10/2021,6/4 and 7/10,12.62641547,0.06578,285.7764155,0.056703508,-0.378374996,7.832936794,7/05/21 02:45:00
BML,3,7/10/2021,6/4 and 7/10,12.64800598,0.06599132,285.798006,0.056707792,-0.378396587,7.836452262,7/05/21 03:00:00
BML,3,7/10/2021,6/4 and 7/10,12.65801592,0.06587064,285.8080159,0.056709778,-0.378406597,7.834226288,7/05/21 03:15:00
BML,3,7/10/2021,6/4 and 7/10,12.66302966,0.06524472,285.8130297,0.056710773,-0.378411611,7.823140212,7/05/21 03:30:00
BML,3,7/10/2021,6/4 and 7/10,12.69034337,0.06599648,285.8403434,0.056716193,-0.378438924,7.83612902,7/05/21 03:45:00
BML,3,7/10/2021,6/4 and 7/10,12.70706523,0.06602398,285.8570652,0.056719511,-0.378455646,7.836450286,7/05/21 04:00:00
BML,3,7/10/2021,6/4 and 7/10,12.71958815,0.06603014,285.8695882,0.056721996,-0.378468169,7.836436376,7/05/21 04:15:00
BML,3,7/10/2021,6/4 and 7/10,12.74154026,0.06656626,285.8915403,0.056726351,-0.378490121,7.845672627,7/05/21 04:30:00
BML,3,7/10/2021,6/4 and 7/10,12.75267453,0.06669054,285.9026745,0.05672856,-0.378501255,7.847754139,7/05/21 04:45:00
BML,3,7/10/2021,6/4 and 7/10,12.7584316,0.06660324,285.9084316,0.056729703,-0.378507013,7.846158722,7/05/21 05:00:00
BML,3,7/10/2021,6/4 and 7/10,12.76650864,0.06712266,285.9165086,0.056731305,-0.37851509,7.855235236,7/05/21 05:15:00
BML,3,7/10/2021,6/4 and 7/10,12.73012568,0.0666075,285.8801257,0.056724086,-0.378478707,7.846511686,7/05/21 05:30:00
BML,3,7/10/2021,6/4 and 7/10,12.70427479,0.06734638,285.8542748,0.056718957,-0.378452856,7.859792542,7/05/21 05:45:00
BML,3,7/10/2021,6/4 and 7/10,12.69846319,0.06724968,285.8484632,0.056717804,-0.378447044,7.858144943,7/05/21 06:00:00
BML,3,7/10/2021,6/4 and 7/10,12.70192978,0.06718638,285.8519298,0.056718492,-0.378450511,7.856994726,7/05/21 06:15:00
BML,3,7/10/2021,6/4 and 7/10,12.69874152,0.06727726,285.8487415,0.056717859,-0.378447322,7.858628465,7/05/21 06:30:00
BML,3,7/10/2021,6/4 and 7/10,12.69467182,0.0671466,285.8446718,0.056717052,-0.378443253,7.856364881,7/05/21 06:45:00
BML,3,7/10/2021,6/4 and 7/10,12.69477103,0.06765574,285.844771,0.056717071,-0.378443352,7.865340742,7/05/21 07:00:00
BML,3,7/10/2021,6/4 and 7/10,12.69457092,0.06747852,285.8445709,0.056717032,-0.378443152,7.862218086,7/05/21 07:15:00
BML,3,7/10/2021,6/4 and 7/10,12.68694818,0.06721224,285.8369482,0.056715519,-0.378435529,7.857598342,7/05/21 07:30:00
BML,3,7/10/2021,6/4 and 7/10,12.6902002,0.0673205,285.8402002,0.056716164,-0.378438781,7.859475088,7/05/21 07:45:00
BML,3,7/10/2021,6/4 and 7/10,12.69550614,0.06763632,285.8455061,0.056717217,-0.378444087,7.864991075,7/05/21 08:00:00
BML,3,7/10/2021,6/4 and 7/10,12.69848316,0.0675512,285.8484832,0.056717808,-0.378447064,7.863460889,7/05/21 08:15:00
BML,3,7/10/2021,6/4 and 7/10,12.69804081,0.06729292,285.8480408,0.05671772,-0.378446622,7.858911479,7/05/21 08:30:00
BML,3,7/10/2021,6/4 and 7/10,12.69947807,0.06730472,285.8494781,0.056718005,-0.378448059,7.859105352,7/05/21 08:45:00
BML,3,7/10/2021,6/4 and 7/10,12.70556103,0.0675258,285.855561,0.056719212,-0.378454142,7.862943155,7/05/21 09:00:00
BML,3,7/10/2021,6/4 and 7/10,12.7199488,0.0677435,285.8699488,0.056722067,-0.37846853,7.866639082,7/05/21 09:15:00
BML,3,7/10/2021,6/4 and 7/10,12.75739516,0.06872354,285.9073952,0.056729497,-0.378505976,7.883544513,7/05/21 09:30:00
BML,3,7/10/2021,6/4 and 7/10,12.79211182,0.06918754,285.9421118,0.056736386,-0.378540693,7.891377428,7/05/21 09:45:00
BML,3,7/10/2021,6/4 and 7/10,12.81930896,0.06934784,285.969309,0.056741782,-0.37856789,7.893931311,7/05/21 10:00:00
BML,3,7/10/2021,6/4 and 7/10,12.84862255,0.06985234,285.9986226,0.056747598,-0.378597203,7.902529023,7/05/21 10:15:00
BML,3,7/10/2021,6/4 and 7/10,12.88943045,0.07041368,286.0394305,0.056755695,-0.378638011,7.912011077,7/05/21 10:30:00
BML,3,7/10/2021,6/4 and 7/10,12.91212002,0.07069324,286.06212,0.056760198,-0.378660701,7.916708547,7/05/21 10:45:00
BML,3,7/10/2021,6/4 and 7/10,12.95567349,0.07127678,286.1056735,0.056768839,-0.378704254,7.926549836,7/05/21 11:00:00
BML,3,7/10/2021,6/4 and 7/10,13.00210274,0.07193596,286.1521027,0.056778052,-0.378750684,7.937691223,7/05/21 11:15:00
BML,3,7/10/2021,6/4 and 7/10,13.05313056,0.07235832,286.2031306,0.056788177,-0.378801711,7.944612022,7/05/21 11:30:00
BML,3,7/10/2021,6/4 and 7/10,13.1083599,0.0728349,286.2583599,0.056799135,-0.378856941,7.952442209,7/05/21 11:45:00
BML,3,7/10/2021,6/4 and 7/10,13.16792553,0.07341032,286.3179255,0.056810954,-0.378916506,7.96196495,7/05/21 12:00:00
BML,3,7/10/2021,6/4 and 7/10,13.22681199,0.07377868,286.376812,0.056822638,-0.378975393,7.967846713,7/05/21 12:15:00
BML,3,7/10/2021,6/4 and 7/10,13.29381812,0.07435552,286.4438181,0.056835934,-0.379042399,7.977310994,7/05/21 12:30:00
BML,3,7/10/2021,6/4 and 7/10,13.34926743,0.07487664,286.4992674,0.056846936,-0.379097848,7.985909545,7/05/21 12:45:00
BML,3,7/10/2021,6/4 and 7/10,13.43562259,0.07551524,286.5856226,0.05686407,-0.379184203,7.996252112,7/05/21 13:00:00
BML,3,7/10/2021,6/4 and 7/10,13.52214305,0.0761535,286.672143,0.056881238,-0.379270724,8.00658076,7/05/21 13:15:00
BML,3,7/10/2021,6/4 and 7/10,13.59994437,0.07656866,286.7499444,0.056896675,-0.379348525,8.013072556,7/05/21 13:30:00
BML,3,7/10/2021,6/4 and 7/10,13.66549346,0.07668532,286.8154935,0.056909681,-0.379414074,8.014442964,7/05/21 13:45:00
BML,3,7/10/2021,6/4 and 7/10,13.72539698,0.07730894,286.875397,0.056921567,-0.379473978,8.024777603,7/05/21 14:00:00
BML,3,7/10/2021,6/4 and 7/10,13.79483914,0.07827652,286.9448391,0.056935346,-0.37954342,8.041049595,7/05/21 14:15:00
BML,3,7/10/2021,6/4 and 7/10,13.82273723,0.07797052,286.9727372,0.056940881,-0.379571318,8.035383837,7/05/21 14:30:00
BML,3,7/10/2021,6/4 and 7/10,13.85086199,0.07806626,287.000862,0.056946462,-0.379599443,8.036771516,7/05/21 14:45:00
BML,3,7/10/2021,6/4 and 7/10,13.90066333,0.07873296,287.0506633,0.056956343,-0.379649244,8.047957024,7/05/21 15:00:00
BML,3,7/10/2021,6/4 and 7/10,13.94198823,0.0791486,287.0919882,0.056964543,-0.379690569,8.054820495,7/05/21 15:15:00
BML,3,7/10/2021,6/4 and 7/10,13.95136753,0.07906732,287.1013675,0.056966404,-0.379699948,8.053295193,7/05/21 15:30:00
BML,3,7/10/2021,6/4 and 7/10,13.97029629,0.0793032,287.1202963,0.05697016,-0.379718877,8.05723694,7/05/21 15:45:00
BML,3,7/10/2021,6/4 and 7/10,13.99356775,0.07982262,287.1435678,0.056974777,-0.379742149,8.066109061,7/05/21 16:00:00
BML,3,7/10/2021,6/4 and 7/10,14.00455707,0.07978918,287.1545571,0.056976958,-0.379753138,8.065406343,7/05/21 16:15:00
BML,3,7/10/2021,6/4 and 7/10,14.01562104,0.07986978,287.165621,0.056979153,-0.379764202,8.066704325,7/05/21 16:30:00
BML,3,7/10/2021,6/4 and 7/10,14.02275525,0.07981896,287.1727553,0.056980569,-0.379771336,8.065737246,7/05/21 16:45:00
BML,3,7/10/2021,6/4 and 7/10,14.01990806,0.07983386,287.1699081,0.056980004,-0.379768489,8.066028742,7/05/21 17:00:00
BML,3,7/10/2021,6/4 and 7/10,14.01156497,0.07965966,287.161565,0.056978348,-0.379760146,8.063059363,7/05/21 17:15:00
BML,3,7/10/2021,6/4 and 7/10,14.00709483,0.07935736,287.1570948,0.056977461,-0.379755676,8.057800818,7/05/21 17:30:00
BML,3,7/10/2021,6/4 and 7/10,14.00286183,0.07917984,287.1528618,0.056976622,-0.379751443,8.054729643,7/05/21 17:45:00
BML,3,7/10/2021,6/4 and 7/10,13.9986305,0.07887164,287.1486305,0.056975782,-0.379747211,8.049364753,7/05/21 18:00:00
BML,3,7/10/2021,6/4 and 7/10,13.99044395,0.0784782,287.140444,0.056974158,-0.379739025,8.04254497,7/05/21 18:15:00
BML,3,7/10/2021,6/4 and 7/10,13.97281726,0.07801872,287.1228173,0.05697066,-0.379721398,8.034664105,7/05/21 18:30:00
BML,3,7/10/2021,6/4 and 7/10,13.96549552,0.07782066,287.1154955,0.056969207,-0.379714076,8.031263861,7/05/21 18:45:00
BML,3,7/10/2021,6/4 and 7/10,13.95009615,0.07739862,287.1000961,0.056966152,-0.379698677,8.024015704,7/05/21 19:00:00
BML,3,7/10/2021,6/4 and 7/10,13.93829273,0.0770072,287.0882927,0.05696381,-0.379686874,8.017267016,7/05/21 19:15:00
BML,3,7/10/2021,6/4 and 7/10,13.92923137,0.07667218,287.0792314,0.056962012,-0.379677812,8.011479532,7/05/21 19:30:00
BML,3,7/10/2021,6/4 and 7/10,13.91770795,0.07630256,287.0677079,0.056959725,-0.379666289,8.005109672,7/05/21 19:45:00
BML,3,7/10/2021,6/4 and 7/10,13.88214448,0.07590178,287.0321445,0.056952669,-0.379630725,7.99844,7/05/21 20:00:00
BML,3,7/10/2021,6/4 and 7/10,13.88722078,0.0754536,287.0372208,0.056953676,-0.379635802,7.990518475,7/05/21 20:15:00
BML,3,7/10/2021,6/4 and 7/10,13.88137165,0.0753245,287.0313716,0.056952516,-0.379629953,7.988311803,7/05/21 20:30:00
BML,3,7/10/2021,6/4 and 7/10,13.87959573,0.07522592,287.0295957,0.056952163,-0.379628177,7.98659912,7/05/21 20:45:00
BML,3,7/10/2021,6/4 and 7/10,13.86389454,0.07476304,287.0138945,0.056949048,-0.379612475,7.978632356,7/05/21 21:00:00
BML,3,7/10/2021,6/4 and 7/10,13.84182464,0.0748077,286.9918246,0.056944669,-0.379590406,7.979642622,7/05/21 21:15:00
BML,3,7/10/2021,6/4 and 7/10,13.81299223,0.0748627,286.9629922,0.056938948,-0.379561573,7.980903944,7/05/21 21:30:00
BML,3,7/10/2021,6/4 and 7/10,13.79984377,0.07457606,286.9498438,0.056936339,-0.379548425,7.976004313,7/05/21 21:45:00
BML,3,7/10/2021,6/4 and 7/10,13.79568842,0.074522,286.9456884,0.056935514,-0.379544269,7.975097337,7/05/21 22:00:00
BML,3,7/10/2021,6/4 and 7/10,13.77674165,0.0744734,286.9267416,0.056931755,-0.379525323,7.974437509,7/05/21 22:15:00
BML,3,7/10/2021,6/4 and 7/10,13.76141978,0.0743212,286.9114198,0.056928715,-0.379510001,7.971920706,7/05/21 22:30:00
BML,3,7/10/2021,6/4 and 7/10,13.75449627,0.07426778,286.9044963,0.056927341,-0.379503077,7.971053073,7/05/21 22:45:00
BML,3,7/10/2021,6/4 and 7/10,13.74421466,0.07405354,286.8942147,0.056925301,-0.379492796,7.967394592,7/05/21 23:00:00
BML,3,7/10/2021,6/4 and 7/10,13.73051901,0.07421,286.880519,0.056922584,-0.3794791,7.970282999,7/05/21 23:15:00
BML,3,7/10/2021,6/4 and 7/10,13.72217644,0.07416792,286.8721764,0.056920928,-0.379470757,7.969628949,7/05/21 23:30:00
BML,3,7/10/2021,6/4 and 7/10,13.70639143,0.07447522,286.8563914,0.056917796,-0.379454972,7.975189182,7/05/21 23:45:00
BML,3,7/10/2021,6/4 and 7/10,13.69309848,0.07454314,286.8430985,0.056915159,-0.379441679,7.976518568,7/06/21 00:00:00
BML,3,7/10/2021,6/4 and 7/10,13.68396967,0.07429252,286.8339697,0.056913347,-0.379432551,7.972208495,7/06/21 00:15:00
BML,3,7/10/2021,6/4 and 7/10,13.67406005,0.07426534,286.82406,0.056911381,-0.379422641,7.971832222,7/06/21 00:30:00
BML,3,7/10/2021,6/4 and 7/10,13.66933746,0.07412836,286.8193375,0.056910444,-0.379417918,7.969473559,7/06/21 00:45:00
BML,3,7/10/2021,6/4 and 7/10,13.66013982,0.07396616,286.8101398,0.056908619,-0.379408721,7.966717326,7/06/21 01:00:00
BML,3,7/10/2021,6/4 and 7/10,13.64456938,0.0736373,286.7945694,0.056905529,-0.37939315,7.961097178,7/06/21 01:15:00
BML,3,7/10/2021,6/4 and 7/10,13.62890043,0.07342298,286.7789004,0.05690242,-0.379377481,7.957490341,7/06/21 01:30:00
BML,3,7/10/2021,6/4 and 7/10,13.61740475,0.07322858,286.7674047,0.05690014,-0.379365986,7.95419079,7/06/21 01:45:00
BML,3,7/10/2021,6/4 and 7/10,13.59001431,0.07334718,286.7400143,0.056894705,-0.379338595,7.956553732,7/06/21 02:00:00
BML,3,7/10/2021,6/4 and 7/10,13.5637361,0.07327008,286.7137361,0.056889491,-0.379312317,7.955465799,7/06/21 02:15:00
BML,3,7/10/2021,6/4 and 7/10,13.52299212,0.07326946,286.6729921,0.056881406,-0.379271573,7.955869289,7/06/21 02:30:00
BML,3,7/10/2021,6/4 and 7/10,13.47917524,0.07267804,286.6291752,0.056872712,-0.379227756,7.94591605,7/06/21 02:45:00
BML,3,7/10/2021,6/4 and 7/10,13.42570389,0.0719553,286.5757039,0.056862102,-0.379174285,7.933747888,7/06/21 03:00:00
BML,3,7/10/2021,6/4 and 7/10,13.3628843,0.07163274,286.5128843,0.056849638,-0.379111465,7.92870848,7/06/21 03:15:00
BML,3,7/10/2021,6/4 and 7/10,13.28561465,0.07126548,286.4356147,0.056834306,-0.379034196,7.923025848,7/06/21 03:30:00
BML,3,7/10/2021,6/4 and 7/10,13.21251223,0.07090214,286.3625122,0.056819801,-0.378961093,7.917367264,7/06/21 03:45:00
BML,3,7/10/2021,6/4 and 7/10,13.14236958,0.07030576,286.2923696,0.056805883,-0.37889095,7.907573709,7/06/21 04:00:00
BML,3,7/10/2021,6/4 and 7/10,13.07838806,0.0696345,286.2283881,0.056793188,-0.378826969,7.896395368,7/06/21 04:15:00
BML,3,7/10/2021,6/4 and 7/10,13.01384728,0.06971086,286.1638473,0.056780382,-0.378762428,7.898384461,7/06/21 04:30:00
BML,3,7/10/2021,6/4 and 7/10,12.95846162,0.06898136,286.1084616,0.056769393,-0.378707043,7.886087592,7/06/21 04:45:00
BML,3,7/10/2021,6/4 and 7/10,12.89223427,0.06874452,286.0422343,0.056756252,-0.378640815,7.882573652,7/06/21 05:00:00
BML,3,7/10/2021,6/4 and 7/10,12.83174437,0.06851174,285.9817444,0.056744249,-0.378580325,7.879072673,7/06/21 05:15:00
BML,3,7/10/2021,6/4 and 7/10,12.76692364,0.06857306,285.9169236,0.056731388,-0.378515505,7.880797244,7/06/21 05:30:00
BML,3,7/10/2021,6/4 and 7/10,12.71205204,0.06849632,285.862052,0.0567205,-0.378460633,7.87998962,7/06/21 05:45:00
BML,3,7/10/2021,6/4 and 7/10,12.65891084,0.06790966,285.8089108,0.056709956,-0.378407492,7.870172776,7/06/21 06:00:00
BML,3,7/10/2021,6/4 and 7/10,12.63031539,0.066956,285.7803154,0.056704282,-0.378378896,7.853637852,7/06/21 06:15:00
BML,3,7/10/2021,6/4 and 7/10,12.58193057,0.06738762,285.7319306,0.056694682,-0.378330511,7.861727391,7/06/21 06:30:00
BML,3,7/10/2021,6/4 and 7/10,12.55308274,0.06712776,285.7030827,0.056688958,-0.378301664,7.85742836,7/06/21 06:45:00
BML,3,7/10/2021,6/4 and 7/10,12.53394742,0.06693992,285.6839474,0.056685161,-0.378282528,7.854303342,7/06/21 07:00:00
BML,3,7/10/2021,6/4 and 7/10,12.51313308,0.06719908,285.6631331,0.056681031,-0.378261714,7.859080666,7/06/21 07:15:00
BML,3,7/10/2021,6/4 and 7/10,12.48777811,0.06689006,285.6377781,0.056676,-0.378236359,7.853878523,7/06/21 07:30:00
BML,3,7/10/2021,6/4 and 7/10,12.44713137,0.06686254,285.5971314,0.056667935,-0.378195712,7.853793387,7/06/21 07:45:00
BML,3,7/10/2021,6/4 and 7/10,12.40842441,0.06686534,285.5584244,0.056660255,-0.378157005,7.854224232,7/06/21 08:00:00
BML,3,7/10/2021,6/4 and 7/10,12.38559655,0.06690654,285.5355965,0.056655725,-0.378134177,7.855176434,7/06/21 08:15:00
BML,3,7/10/2021,6/4 and 7/10,12.35271773,0.06699708,285.5027177,0.056649201,-0.378101299,7.857098909,7/06/21 08:30:00
BML,3,7/10/2021,6/4 and 7/10,12.32834911,0.06729576,285.4783491,0.056644366,-0.37807693,7.862612291,7/06/21 08:45:00
BML,3,7/10/2021,6/4 and 7/10,12.29611088,0.06744066,285.4461109,0.05663797,-0.378044692,7.865489449,7/06/21 09:00:00
BML,3,7/10/2021,6/4 and 7/10,12.27501419,0.06770726,285.4250142,0.056633784,-0.378023595,7.87040574,7/06/21 09:15:00
BML,3,7/10/2021,6/4 and 7/10,12.24270524,0.06779262,285.3927052,0.056627373,-0.377991286,7.872233583,7/06/21 09:30:00
BML,3,7/10/2021,6/4 and 7/10,12.21725538,0.0679854,285.3672554,0.056622323,-0.377965836,7.875890849,7/06/21 09:45:00
BML,3,7/10/2021,6/4 and 7/10,12.21070441,0.06839424,285.3607044,0.056621023,-0.377959285,7.883176595,7/06/21 10:00:00
BML,3,7/10/2021,6/4 and 7/10,12.19147923,0.06882528,285.3414792,0.056617209,-0.37794006,7.890981401,7/06/21 10:15:00
BML,3,7/10/2021,6/4 and 7/10,12.19887373,0.06931522,285.3488737,0.056618676,-0.377947455,7.899560845,7/06/21 10:30:00
BML,3,7/10/2021,6/4 and 7/10,12.21115276,0.0697878,285.3611528,0.056621112,-0.377959734,7.907784149,7/06/21 10:45:00
BML,3,7/10/2021,6/4 and 7/10,12.20603999,0.07001262,285.35604,0.056620098,-0.377954621,7.911806209,7/06/21 11:00:00
BML,3,7/10/2021,6/4 and 7/10,12.21410284,0.07029422,285.3641028,0.056621698,-0.377962684,7.916698421,7/06/21 11:15:00
BML,3,7/10/2021,6/4 and 7/10,12.22641616,0.07087552,285.3764162,0.056624141,-0.377974997,7.926840231,7/06/21 11:30:00
BML,3,7/10/2021,6/4 and 7/10,12.23999088,0.07139716,285.3899909,0.056626834,-0.377988572,7.935914796,7/06/21 11:45:00
BML,3,7/10/2021,6/4 and 7/10,12.27535149,0.07204956,285.4253515,0.05663385,-0.378023932,7.947075621,7/06/21 12:00:00
BML,3,7/10/2021,6/4 and 7/10,12.33312358,0.07249802,285.4831236,0.056645314,-0.378081704,7.954404278,7/06/21 12:15:00
BML,3,7/10/2021,6/4 and 7/10,12.40284232,0.07320072,285.5528423,0.056659147,-0.378151423,7.96609491,7/06/21 12:30:00
BML,3,7/10/2021,6/4 and 7/10,12.45963793,0.0735718,285.6096379,0.056670416,-0.378208219,7.972061039,7/06/21 12:45:00
BML,3,7/10/2021,6/4 and 7/10,12.5177832,0.0740781,285.6677832,0.056681954,-0.378266364,7.980396505,7/06/21 13:00:00
BML,3,7/10/2021,6/4 and 7/10,12.58042968,0.07462244,285.7304297,0.056694384,-0.378329011,7.98935309,7/06/21 13:15:00
BML,3,7/10/2021,6/4 and 7/10,12.64780865,0.07505246,285.7978086,0.056707753,-0.37839639,7.99624081,7/06/21 13:30:00
BML,3,7/10/2021,6/4 and 7/10,12.70190263,0.07525122,285.8519026,0.056718486,-0.378450484,7.999185671,7/06/21 13:45:00
BML,3,7/10/2021,6/4 and 7/10,12.76906002,0.07567702,285.91906,0.056731812,-0.378517641,8.005996061,7/06/21 14:00:00
BML,3,7/10/2021,6/4 and 7/10,12.83745654,0.07605768,285.9874565,0.056745383,-0.378586037,8.011994888,7/06/21 14:15:00
BML,3,7/10/2021,6/4 and 7/10,12.89953512,0.07662238,286.0495351,0.0567577,-0.378648116,8.02129918,7/06/21 14:30:00
BML,3,7/10/2021,6/4 and 7/10,12.93258154,0.07695656,286.0825815,0.056764257,-0.378681162,8.026841936,7/06/21 14:45:00
BML,3,7/10/2021,6/4 and 7/10,12.93957486,0.0770832,286.0895749,0.056765645,-0.378688156,8.028999847,7/06/21 15:00:00
BML,3,7/10/2021,6/4 and 7/10,12.90919052,0.07698856,286.0591905,0.056759616,-0.378657771,8.027649964,7/06/21 15:15:00
BML,3,7/10/2021,6/4 and 7/10,12.85688127,0.07648912,286.0068813,0.056749237,-0.378605462,8.019395597,7/06/21 15:30:00
BML,3,7/10/2021,6/4 and 7/10,12.77469733,0.07600126,285.9246973,0.05673293,-0.378523278,8.011652779,7/06/21 15:45:00
BML,3,7/10/2021,6/4 and 7/10,12.72807436,0.07578216,285.8780744,0.056723679,-0.378476655,8.008274859,7/06/21 16:00:00
BML,3,7/10/2021,6/4 and 7/10,12.66280298,0.07534684,285.812803,0.056710728,-0.378411384,8.001276616,7/06/21 16:15:00
BML,3,7/10/2021,6/4 and 7/10,12.63574776,0.07500996,285.7857478,0.05670536,-0.378384329,7.995616089,7/06/21 16:30:00
BML,3,7/10/2021,6/4 and 7/10,12.61024315,0.07489342,285.7602431,0.056700299,-0.378358824,7.99382453,7/06/21 16:45:00
BML,3,7/10/2021,6/4 and 7/10,12.53002361,0.07423458,285.6800236,0.056684382,-0.378278605,7.983031061,7/06/21 17:00:00
BML,3,7/10/2021,6/4 and 7/10,12.46121519,0.07382076,285.6112152,0.056670729,-0.378209796,7.976437942,7/06/21 17:15:00
BML,3,7/10/2021,6/4 and 7/10,12.3643782,0.07313856,285.5143782,0.056651515,-0.378112959,7.965391897,7/06/21 17:30:00
BML,3,7/10/2021,6/4 and 7/10,12.27921828,0.07264466,285.4292183,0.056634618,-0.378027799,7.957543943,7/06/21 17:45:00
BML,3,7/10/2021,6/4 and 7/10,12.21367269,0.0720897,285.3636727,0.056621612,-0.377962254,7.948412911,7/06/21 18:00:00
BML,3,7/10/2021,6/4 and 7/10,12.15561273,0.07179884,285.3056127,0.056610092,-0.377904194,7.943866856,7/06/21 18:15:00
BML,3,7/10/2021,6/4 and 7/10,12.11757676,0.07135926,285.2675768,0.056602545,-0.377866158,7.936487981,7/06/21 18:30:00
BML,3,7/10/2021,6/4 and 7/10,12.10826037,0.07114906,285.2582604,0.056600696,-0.377856841,7.932868849,7/06/21 18:45:00
BML,3,7/10/2021,6/4 and 7/10,12.09950022,0.07100866,285.2495002,0.056598958,-0.377848081,7.930477084,7/06/21 19:00:00
BML,3,7/10/2021,6/4 and 7/10,12.04384556,0.07052372,285.1938456,0.056587915,-0.377792426,7.922471509,7/06/21 19:15:00
BML,3,7/10/2021,6/4 and 7/10,11.97781808,0.07017544,285.1278181,0.056574814,-0.377726399,7.916982949,7/06/21 19:30:00
BML,3,7/10/2021,6/4 and 7/10,11.90201469,0.06971824,285.0520147,0.056559773,-0.377650596,7.90966458,7/06/21 19:45:00
BML,3,7/10/2021,6/4 and 7/10,11.91358274,0.06990188,285.0635827,0.056562069,-0.377662164,7.91279482,7/06/21 20:00:00
BML,3,7/10/2021,6/4 and 7/10,11.91980524,0.06967044,285.0698052,0.056563303,-0.377668386,7.90864041,7/06/21 20:15:00
BML,3,7/10/2021,6/4 and 7/10,11.87801301,0.0695079,285.028013,0.056555011,-0.377626594,7.906187032,7/06/21 20:30:00
BML,3,7/10/2021,6/4 and 7/10,11.82705553,0.06900212,284.9770555,0.0565449,-0.377575636,7.897754822,7/06/21 20:45:00
BML,3,7/10/2021,6/4 and 7/10,11.82294777,0.06896754,284.9729478,0.056544085,-0.377571529,7.897184459,7/06/21 21:00:00
BML,3,7/10/2021,6/4 and 7/10,11.77551966,0.06864438,284.9255197,0.056534674,-0.377524101,7.891943949,7/06/21 21:15:00
BML,3,7/10/2021,6/4 and 7/10,11.74424242,0.0686379,284.8942424,0.056528468,-0.377492823,7.892142437,7/06/21 21:30:00
BML,3,7/10/2021,6/4 and 7/10,11.70026433,0.06844986,284.8502643,0.056519742,-0.377448845,7.889255826,7/06/21 21:45:00
BML,3,7/10/2021,6/4 and 7/10,11.6853008,0.06849468,284.8353008,0.056516773,-0.377433882,7.890198556,7/06/21 22:00:00
BML,3,7/10/2021,6/4 and 7/10,11.65081683,0.06836176,284.8008168,0.056509931,-0.377399398,7.888191528,7/06/21 22:15:00
BML,3,7/10/2021,6/4 and 7/10,11.59558145,0.06818992,284.7455814,0.056498971,-0.377344162,7.885702585,7/06/21 22:30:00
BML,3,7/10/2021,6/4 and 7/10,11.55357825,0.06818324,284.7035782,0.056490637,-0.377302159,7.886004194,7/06/21 22:45:00
BML,3,7/10/2021,6/4 and 7/10,11.50148917,0.06805648,284.6514892,0.056480301,-0.37725007,7.884280699,7/06/21 23:00:00
