"site","sensor_number","recovery_date","date_time","date","time","temp_durafet_c","p_h","tide","temp_c","tide_height","temp_hobo_c"
"Alegria",1,"11/7/21",2021-09-18 21:30:00,"09/18/2021","21:30:00",15.78883708,7.953206229,"high",16.3222222222222,5.872291,NA
"Alegria",1,"11/7/21",2021-09-18 21:45:00,"09/18/2021","21:45:00",15.76351312,7.944474741,"high",16.3333333333333,5.777021,NA
"Alegria",1,"11/7/21",2021-09-18 22:00:00,"09/18/2021","22:00:00",15.66325716,7.959539132,"high",16.1833333333333,5.640973,NA
"Alegria",1,"11/7/21",2021-09-18 22:15:00,"09/18/2021","22:15:00",15.61777191,7.954908365,"high",16.1611111111111,5.465787,NA
"Alegria",1,"11/7/21",2021-09-18 22:30:00,"09/18/2021","22:30:00",15.57079839,7.95466206,"high",16.1055555555556,5.253049,NA
"Alegria",1,"11/7/21",2021-09-18 22:45:00,"09/18/2021","22:45:00",15.52788328,7.954867375,"high",16.05,5.005806,NA
"Alegria",1,"11/7/21",2021-09-18 23:00:00,"09/18/2021","23:00:00",15.52129644,7.945760021,"high",16.0833333333333,4.726658,NA
"Alegria",1,"11/7/21",2021-09-18 23:15:00,"09/18/2021","23:15:00",15.43225612,7.956371919,"high",15.9111111111111,4.41989,NA
"Alegria",1,"11/7/21",2021-09-18 23:30:00,"09/18/2021","23:30:00",15.33775303,7.960889072,"high",15.8166666666667,4.088961,NA
"Alegria",1,"11/7/21",2021-09-18 23:45:00,"09/18/2021","23:45:00",15.20428444,7.968009187,"high",15.6777777777778,3.739135,NA
"Alegria",1,"11/7/21",2021-09-19 00:00:00,"09/19/2021","00:00:00",15.15706759,7.961813876,"high",15.6888888888889,3.374514,NA
"Alegria",1,"11/7/21",2021-09-19 00:15:00,"09/19/2021","00:15:00",15.06745834,7.965823001,"high",15.5833333333333,3.001025,NA
"Alegria",1,"11/7/21",2021-09-19 00:30:00,"09/19/2021","00:30:00",15.01570205,7.964059168,"high",15.5166666666667,2.623146,NA
"Alegria",1,"11/7/21",2021-09-19 00:45:00,"09/19/2021","00:45:00",14.95692971,7.96010823,"high",15.4833333333333,2.247098,NA
"Alegria",1,"11/7/21",2021-09-19 01:00:00,"09/19/2021","01:00:00",14.91812433,7.953954528,"high",15.4388888888889,1.877449,NA
"Alegria",1,"11/7/21",2021-09-19 01:15:00,"09/19/2021","01:15:00",14.88198617,7.940294863,"high",15.4111111111111,1.520324,NA
"Alegria",1,"11/7/21",2021-09-19 01:30:00,"09/19/2021","01:30:00",14.8344588,7.931076929,"high",15.3555555555556,1.180447,NA
"Alegria",1,"11/7/21",2021-09-19 06:00:00,"09/19/2021","06:00:00",13.88406807,7.852210525,"high",14.3888888888889,1.134737,NA
"Alegria",1,"11/7/21",2021-09-19 06:15:00,"09/19/2021","06:15:00",13.81401229,7.852374439,"high",14.3055555555556,1.446212,NA
"Alegria",1,"11/7/21",2021-09-19 06:30:00,"09/19/2021","06:30:00",13.78736234,7.861675623,"high",14.3277777777778,1.76888,NA
"Alegria",1,"11/7/21",2021-09-19 06:45:00,"09/19/2021","06:45:00",13.77822158,7.866399464,"high",14.3388888888889,2.097996,NA
"Alegria",1,"11/7/21",2021-09-19 07:00:00,"09/19/2021","07:00:00",13.75163414,7.866116494,"high",14.3277777777778,2.428788,NA
"Alegria",1,"11/7/21",2021-09-19 07:15:00,"09/19/2021","07:15:00",13.7479517,7.8673466,"high",14.3055555555556,2.755399,NA
"Alegria",1,"11/7/21",2021-09-19 07:30:00,"09/19/2021","07:30:00",13.73598433,7.879637341,"high",14.3166666666667,3.073193,NA
"Alegria",1,"11/7/21",2021-09-19 07:45:00,"09/19/2021","07:45:00",13.76033201,7.882422604,"high",14.3555555555556,3.377353,NA
"Alegria",1,"11/7/21",2021-09-19 08:00:00,"09/19/2021","08:00:00",13.76571146,7.882824607,"high",14.35,3.663638,NA
"Alegria",1,"11/7/21",2021-09-19 08:15:00,"09/19/2021","08:15:00",13.76878788,7.884095015,"high",14.3555555555556,3.927192,NA
"Alegria",1,"11/7/21",2021-09-19 08:30:00,"09/19/2021","08:30:00",13.76784724,7.890327422,"high",14.3666666666667,4.164538,NA
"Alegria",1,"11/7/21",2021-09-19 08:45:00,"09/19/2021","08:45:00",13.79355582,7.893692999,"high",14.4,4.372332,NA
"Alegria",1,"11/7/21",2021-09-19 09:00:00,"09/19/2021","09:00:00",13.79475933,7.899850134,"high",14.3888888888889,4.547923,NA
"Alegria",1,"11/7/21",2021-09-19 09:15:00,"09/19/2021","09:15:00",13.80275172,7.899120282,"high",14.4111111111111,4.68865,NA
"Alegria",1,"11/7/21",2021-09-19 09:30:00,"09/19/2021","09:30:00",13.83964273,7.913396536,"high",14.4666666666667,4.793052,NA
"Alegria",1,"11/7/21",2021-09-19 09:45:00,"09/19/2021","09:45:00",13.86728385,7.92561784,"high",14.5166666666667,4.860124,NA
"Alegria",1,"11/7/21",2021-09-19 10:00:00,"09/19/2021","10:00:00",13.90185276,7.93557641,"high",14.5277777777778,4.889288,NA
"Alegria",1,"11/7/21",2021-09-19 10:15:00,"09/19/2021","10:15:00",13.95708174,7.94633108,"high",14.6277777777778,4.880635,NA
"Alegria",1,"11/7/21",2021-09-19 10:30:00,"09/19/2021","10:30:00",13.97644256,7.95334117,"high",14.5944444444444,4.834357,NA
"Alegria",1,"11/7/21",2021-09-19 10:45:00,"09/19/2021","10:45:00",13.98808717,7.949354564,"high",14.5944444444444,4.752024,NA
"Alegria",1,"11/7/21",2021-09-19 11:00:00,"09/19/2021","11:00:00",14.01732256,7.960354702,"high",14.6611111111111,4.63557,NA
"Alegria",1,"11/7/21",2021-09-19 11:15:00,"09/19/2021","11:15:00",14.05947239,7.973174184,"high",14.7222222222222,4.487933,NA
"Alegria",1,"11/7/21",2021-09-19 11:30:00,"09/19/2021","11:30:00",14.0891039,7.982534749,"high",14.7,4.312206,NA
"Alegria",1,"11/7/21",2021-09-19 11:45:00,"09/19/2021","11:45:00",14.10799735,7.975105094,"high",14.7333333333333,4.111821,NA
"Alegria",1,"11/7/21",2021-09-19 12:00:00,"09/19/2021","12:00:00",14.17717442,8.002935592,"high",14.8388888888889,3.891292,NA
"Alegria",1,"11/7/21",2021-09-19 12:15:00,"09/19/2021","12:15:00",14.24508566,8.016809804,"high",14.9166666666667,3.65481,NA
"Alegria",1,"11/7/21",2021-09-19 12:30:00,"09/19/2021","12:30:00",14.28890748,8.015233095,"high",14.9722222222222,3.406748,NA
"Alegria",1,"11/7/21",2021-09-19 12:45:00,"09/19/2021","12:45:00",14.39749598,8.055672935,"high",15.1222222222222,3.152485,NA
"Alegria",1,"11/7/21",2021-09-19 13:00:00,"09/19/2021","13:00:00",14.49922285,8.069896765,"high",15.2166666666667,2.89639,NA
"Alegria",1,"11/7/21",2021-09-19 13:15:00,"09/19/2021","13:15:00",14.60809865,8.090777503,"high",15.3555555555556,2.64396,NA
"Alegria",1,"11/7/21",2021-09-19 13:30:00,"09/19/2021","13:30:00",14.72726926,8.110793454,"high",15.4388888888889,2.399764,NA
"Alegria",1,"11/7/21",2021-09-19 13:45:00,"09/19/2021","13:45:00",14.8550272,8.142637883,"high",15.5833333333333,2.16825,NA
"Alegria",1,"11/7/21",2021-09-19 14:00:00,"09/19/2021","14:00:00",15.0003956,8.164609253,"high",15.7333333333333,1.954389,NA
"Alegria",1,"11/7/21",2021-09-19 14:15:00,"09/19/2021","14:15:00",15.13920893,8.179453354,"high",15.9111111111111,1.761864,NA
"Alegria",1,"11/7/21",2021-09-19 14:30:00,"09/19/2021","14:30:00",15.2744841,8.187296047,"high",16.0611111111111,1.594863,NA
"Alegria",1,"11/7/21",2021-09-19 14:45:00,"09/19/2021","14:45:00",15.3968985,8.202652915,"high",16.1055555555556,1.456479,NA
"Alegria",1,"11/7/21",2021-09-19 15:00:00,"09/19/2021","15:00:00",15.51025013,8.223900047,"high",16.2777777777778,1.349425,NA
"Alegria",1,"11/7/21",2021-09-19 15:15:00,"09/19/2021","15:15:00",15.66493093,8.231796125,"high",16.4388888888889,1.276204,NA
"Alegria",1,"11/7/21",2021-09-19 15:30:00,"09/19/2021","15:30:00",15.72304146,8.227343347,"high",16.4388888888889,1.238334,NA
"Alegria",1,"11/7/21",2021-09-19 15:45:00,"09/19/2021","15:45:00",15.77489587,8.226822557,"high",16.4277777777778,1.236863,NA
"Alegria",1,"11/7/21",2021-09-19 16:00:00,"09/19/2021","16:00:00",15.87395453,8.233290091,"high",16.5888888888889,1.271545,NA
"Alegria",1,"11/7/21",2021-09-19 16:15:00,"09/19/2021","16:15:00",15.96148685,8.222529148,"high",16.6722222222222,1.342065,NA
"Alegria",1,"11/7/21",2021-09-19 16:30:00,"09/19/2021","16:30:00",16.01899974,8.202715521,"high",16.6944444444444,1.447601,NA
"Alegria",1,"11/7/21",2021-09-19 16:45:00,"09/19/2021","16:45:00",16.09673973,8.192553707,"high",16.75,1.586904,NA
"Alegria",1,"11/7/21",2021-09-19 17:00:00,"09/19/2021","17:00:00",16.09624278,8.157937915,"high",16.7277777777778,1.757659,NA
"Alegria",1,"11/7/21",2021-09-19 17:15:00,"09/19/2021","17:15:00",16.0850701,8.139867664,"high",16.6833333333333,1.957451,NA
"Alegria",1,"11/7/21",2021-09-19 17:30:00,"09/19/2021","17:30:00",16.03900378,8.118546805,"high",16.5444444444444,2.183221,NA
"Alegria",1,"11/7/21",2021-09-19 17:45:00,"09/19/2021","17:45:00",15.93937957,8.072671239,"high",16.4277777777778,2.431447,NA
"Alegria",1,"11/7/21",2021-09-19 18:00:00,"09/19/2021","18:00:00",15.87187384,8.04073719,"high",16.4055555555556,2.698205,NA
"Alegria",1,"11/7/21",2021-09-19 18:15:00,"09/19/2021","18:15:00",15.85103761,8.017266052,"high",16.3944444444444,2.979228,NA
"Alegria",1,"11/7/21",2021-09-19 18:30:00,"09/19/2021","18:30:00",15.8388225,8.006340108,"high",16.4055555555556,3.269975,NA
"Alegria",1,"11/7/21",2021-09-19 18:45:00,"09/19/2021","18:45:00",15.84468377,8.01008692,"high",16.4388888888889,3.565703,NA
"Alegria",1,"11/7/21",2021-09-19 19:00:00,"09/19/2021","19:00:00",15.85407755,8.013954177,"high",16.45,3.861545,NA
"Alegria",1,"11/7/21",2021-09-19 19:15:00,"09/19/2021","19:15:00",15.87531831,8.021450589,"high",16.4944444444444,4.152586,NA
"Alegria",1,"11/7/21",2021-09-19 19:30:00,"09/19/2021","19:30:00",15.87390741,8.018123782,"high",16.45,4.433945,NA
"Alegria",1,"11/7/21",2021-09-19 19:45:00,"09/19/2021","19:45:00",15.87383581,8.020727581,"high",16.4611111111111,4.701141,NA
"Alegria",1,"11/7/21",2021-09-19 20:00:00,"09/19/2021","20:00:00",15.87814999,8.023473734,"high",16.4611111111111,4.948991,NA
"Alegria",1,"11/7/21",2021-09-19 20:15:00,"09/19/2021","20:15:00",15.87790699,8.029326073,"high",16.45,5.173489,NA
"Alegria",1,"11/7/21",2021-09-19 20:30:00,"09/19/2021","20:30:00",15.87203416,8.021497721,"high",16.45,5.370655,NA
"Alegria",1,"11/7/21",2021-09-19 20:45:00,"09/19/2021","20:45:00",15.86501567,8.020092783,"high",16.4388888888889,5.536911,NA
"Alegria",1,"11/7/21",2021-09-19 21:00:00,"09/19/2021","21:00:00",15.85338152,8.012930714,"high",16.4166666666667,5.669142,NA
"Alegria",1,"11/7/21",2021-09-19 21:15:00,"09/19/2021","21:15:00",15.83095438,8.010215828,"high",16.3833333333333,5.764746,NA
"Alegria",1,"11/7/21",2021-09-19 21:30:00,"09/19/2021","21:30:00",15.80673833,8.005414751,"high",16.3611111111111,5.821681,NA
"Alegria",1,"11/7/21",2021-09-19 21:45:00,"09/19/2021","21:45:00",15.78676773,7.998477638,"high",16.3444444444444,5.838499,NA
"Alegria",1,"11/7/21",2021-09-19 22:00:00,"09/19/2021","22:00:00",15.73406858,7.987950744,"high",16.2444444444444,5.813883,NA
"Alegria",1,"11/7/21",2021-09-19 22:15:00,"09/19/2021","22:15:00",15.6819009,7.975190898,"high",16.2055555555556,5.747217,NA
"Alegria",1,"11/7/21",2021-09-19 22:30:00,"09/19/2021","22:30:00",15.62440594,7.97208482,"high",16.15,5.638992,NA
"Alegria",1,"11/7/21",2021-09-19 22:45:00,"09/19/2021","22:45:00",15.58751403,7.972754807,"high",16.1166666666667,5.490551,NA
"Alegria",1,"11/7/21",2021-09-19 23:00:00,"09/19/2021","23:00:00",15.58409618,7.96836749,"high",16.15,5.303376,NA
"Alegria",1,"11/7/21",2021-09-19 23:15:00,"09/19/2021","23:15:00",15.5128802,7.964650101,"high",15.9555555555556,5.080051,NA
"Alegria",1,"11/7/21",2021-09-19 23:30:00,"09/19/2021","23:30:00",15.28959599,7.958005917,"high",15.7111111111111,4.823911,NA
"Alegria",1,"11/7/21",2021-09-19 23:45:00,"09/19/2021","23:45:00",15.21616049,7.947617474,"high",15.6444444444444,4.537967,NA
"Alegria",1,"11/7/21",2021-09-20 00:00:00,"09/20/2021","00:00:00",15.03811638,7.938595484,"high",15.4222222222222,4.226912,NA
"Alegria",1,"11/7/21",2021-09-20 00:15:00,"09/20/2021","00:15:00",14.77857563,7.928309914,"high",15.1222222222222,3.894554,NA
"Alegria",1,"11/7/21",2021-09-20 00:30:00,"09/20/2021","00:30:00",14.60346332,7.925318132,"high",15,3.546076,NA
"Alegria",1,"11/7/21",2021-09-20 00:45:00,"09/20/2021","00:45:00",14.49895805,7.916713548,"high",14.9277777777778,3.187015,NA
"Alegria",1,"11/7/21",2021-09-20 01:00:00,"09/20/2021","01:00:00",14.37072125,7.913155261,"high",14.7888888888889,2.821898,NA
"Alegria",1,"11/7/21",2021-09-20 01:15:00,"09/20/2021","01:15:00",14.26451922,7.906538013,"high",14.7,2.45696,NA
"Alegria",1,"11/7/21",2021-09-20 01:30:00,"09/20/2021","01:30:00",14.15731255,7.898390632,"high",14.5944444444444,2.09685,NA
"Alegria",1,"11/7/21",2021-09-20 01:45:00,"09/20/2021","01:45:00",14.08138129,7.891691603,"high",14.5944444444444,1.747369,NA
"Alegria",1,"11/7/21",2021-09-20 02:00:00,"09/20/2021","02:00:00",14.02931559,7.880756582,"high",14.55,1.414115,NA
"Alegria",1,"11/7/21",2021-09-20 02:15:00,"09/20/2021","02:15:00",13.97887897,7.867543581,"high",14.4666666666667,1.10135,NA
"Alegria",1,"11/7/21",2021-09-20 06:15:00,"09/20/2021","06:15:00",13.51885247,7.819487247,"high",14.0888888888889,1.076526,NA
"Alegria",1,"11/7/21",2021-09-20 06:30:00,"09/20/2021","06:30:00",13.53880747,7.828493456,"high",14.1444444444444,1.36969,NA
"Alegria",1,"11/7/21",2021-09-20 06:45:00,"09/20/2021","06:45:00",13.57487038,7.828912244,"high",14.2166666666667,1.679325,NA
"Alegria",1,"11/7/21",2021-09-20 07:00:00,"09/20/2021","07:00:00",13.60097361,7.837524568,"high",14.2055555555556,2.00081,NA
"Alegria",1,"11/7/21",2021-09-20 07:15:00,"09/20/2021","07:15:00",13.59335675,7.847807448,"high",14.2,2.328286,NA
"Alegria",1,"11/7/21",2021-09-20 07:30:00,"09/20/2021","07:30:00",13.59662644,7.851288856,"high",14.2166666666667,2.656904,NA
"Alegria",1,"11/7/21",2021-09-20 07:45:00,"09/20/2021","07:45:00",13.61824896,7.832365197,"high",14.2388888888889,2.981479,NA
"Alegria",1,"11/7/21",2021-09-20 08:00:00,"09/20/2021","08:00:00",13.61910288,7.846958516,"high",14.2055555555556,3.296928,NA
"Alegria",1,"11/7/21",2021-09-20 08:15:00,"09/20/2021","08:15:00",13.63079389,7.83707268,"high",14.2388888888889,3.598679,NA
"Alegria",1,"11/7/21",2021-09-20 08:30:00,"09/20/2021","08:30:00",13.64659088,7.83346097,"high",14.2722222222222,3.881418,NA
"Alegria",1,"11/7/21",2021-09-20 08:45:00,"09/20/2021","08:45:00",13.65544882,7.843979583,"high",14.2611111111111,4.141193,NA
"Alegria",1,"11/7/21",2021-09-20 09:00:00,"09/20/2021","09:00:00",13.66317685,7.861124083,"high",14.2611111111111,4.374109,NA
"Alegria",1,"11/7/21",2021-09-20 09:15:00,"09/20/2021","09:15:00",13.6987773,7.871057461,"high",14.3388888888889,4.576743,NA
"Alegria",1,"11/7/21",2021-09-20 09:30:00,"09/20/2021","09:30:00",13.72747527,7.890989628,"high",14.3666666666667,4.746358,NA
"Alegria",1,"11/7/21",2021-09-20 09:45:00,"09/20/2021","09:45:00",13.77354074,7.904921546,"high",14.4,4.880237,NA
"Alegria",1,"11/7/21",2021-09-20 10:00:00,"09/20/2021","10:00:00",13.82406081,7.920688,"high",14.4777777777778,4.97685,NA
"Alegria",1,"11/7/21",2021-09-20 10:15:00,"09/20/2021","10:15:00",13.8759059,7.932775572,"high",14.5611111111111,5.035087,NA
"Alegria",1,"11/7/21",2021-09-20 10:30:00,"09/20/2021","10:30:00",13.98279276,7.966804984,"high",14.6666666666667,5.054481,NA
"Alegria",1,"11/7/21",2021-09-20 10:45:00,"09/20/2021","10:45:00",14.1039598,7.996045111,"high",14.8,5.034735,NA
"Alegria",1,"11/7/21",2021-09-20 11:00:00,"09/20/2021","11:00:00",14.25638308,8.024974838,"high",14.9777777777778,4.976306,NA
"Alegria",1,"11/7/21",2021-09-20 11:15:00,"09/20/2021","11:15:00",14.34969731,8.032617678,"high",15.0888888888889,4.880695,NA
"Alegria",1,"11/7/21",2021-09-20 11:30:00,"09/20/2021","11:30:00",14.62954862,8.075128643,"high",15.4611111111111,4.750026,NA
"Alegria",1,"11/7/21",2021-09-20 11:45:00,"09/20/2021","11:45:00",14.87083011,8.100596627,"high",15.6666666666667,4.587008,NA
"Alegria",1,"11/7/21",2021-09-20 12:00:00,"09/20/2021","12:00:00",14.95503285,8.099789892,"high",15.6555555555556,4.394655,NA
"Alegria",1,"11/7/21",2021-09-20 12:15:00,"09/20/2021","12:15:00",15.07754969,8.114077626,"high",15.7722222222222,4.177119,NA
"Alegria",1,"11/7/21",2021-09-20 12:30:00,"09/20/2021","12:30:00",15.30005099,8.134264868,"high",16.0444444444444,3.938337,NA
"Alegria",1,"11/7/21",2021-09-20 12:45:00,"09/20/2021","12:45:00",15.32488228,8.127836617,"high",15.9777777777778,3.682786,NA
"Alegria",1,"11/7/21",2021-09-20 13:00:00,"09/20/2021","13:00:00",15.51774304,8.13925042,"high",16.2444444444444,3.414908,NA
