Device Name:,,VoltX4,VoltX4,VoltX4,VoltX4
Device Description:,,4-Channel Voltage Data Logger,4-Channel Voltage Data Logger,4-Channel Voltage Data Logger,4-Channel Voltage Data Logger
Serial Number:,,R64785,R64785,R64785,R64785
Device ID:,,MultiChannel,MultiChannel,MultiChannel,MultiChannel
removed oct 8 around 7pm,,,,,
,,Channel 1,Channel 2,Channel 3,Channel 4
Date,Time,Voltage 1 (mV),Voltage 2 (mV),Voltage 3 (mV),Voltage 4 (mV)
8/22/21,6:30:00 AM,85.72788,35.43968,-35.2448,-1.82152
8/22/21,6:45:00 AM,61.95846,35.44166,-35.25658,-2.63008
8/22/21,7:00:00 AM,61.67602,35.51498,-35.24442,-2.83516
8/22/21,7:15:00 AM,68.46132,35.52398,-35.23508,-2.96186
8/22/21,7:30:00 AM,72.71978,35.5415,-35.23652,-3.06646
8/22/21,7:45:00 AM,73.97308,35.55716,-35.24274,-3.156
8/22/21,8:00:00 AM,74.96788,35.5587,-35.25488,-3.17934
8/22/21,8:15:00 AM,75.14278,35.55528,-35.2646,-3.21226
8/22/21,8:30:00 AM,74.94988,35.54572,-35.27732,-3.2035
8/22/21,8:45:00 AM,74.35888,35.5396,-35.2854,-3.17456
8/22/21,9:00:00 AM,74.7911,35.53198,-35.29428,-3.2292
8/22/21,9:15:00 AM,75.43782,35.52632,-35.30024,-3.269
8/22/21,9:30:00 AM,75.5936,35.5244,-35.3023,-3.3054
8/22/21,9:45:00 AM,75.77964,35.52368,-35.30504,-3.36016
8/22/21,10:00:00 AM,75.8644,35.52354,-35.30556,-3.3974
8/22/21,10:15:00 AM,76.38292,35.52326,-35.30636,-3.43314
8/22/21,10:30:00 AM,76.80264,35.52388,-35.30594,-3.46934
8/22/21,10:45:00 AM,77.20778,35.52544,-35.30636,-3.49422
8/22/21,11:00:00 AM,77.45396,35.52578,-35.30612,-3.52088
8/22/21,11:15:00 AM,77.58442,35.52466,-35.30752,-3.55156
8/22/21,11:30:00 AM,77.9116,35.52622,-35.30694,-3.5934
8/22/21,11:45:00 AM,78.28194,35.52618,-35.30696,-3.62276
8/22/21,12:00:00 PM,78.18204,35.52614,-35.30744,-3.6469
8/22/21,12:15:00 PM,78.41148,35.52624,-35.30722,-3.70036
8/22/21,12:30:00 PM,78.35676,35.52586,-35.3081,-3.65924
8/22/21,12:45:00 PM,78.41044,35.52606,-35.30762,-3.63874
8/22/21,1:00:00 PM,78.60906,35.5261,-35.3079,-3.65718
8/22/21,1:15:00 PM,78.70328,35.52606,-35.30728,-3.68414
8/22/21,1:30:00 PM,78.54722,35.52644,-35.30806,-3.6743
8/22/21,1:45:00 PM,78.81722,35.52616,-35.30854,-3.72404
8/22/21,2:00:00 PM,78.85884,35.52548,-35.30788,-3.7606
8/22/21,2:15:00 PM,79.17566,35.52648,-35.30872,-3.86744
8/22/21,2:30:00 PM,79.53902,35.52816,-35.30824,-3.96314
8/22/21,2:45:00 PM,79.9033,35.52814,-35.30834,-4.09342
8/22/21,3:00:00 PM,80.17978,35.5301,-35.30966,-4.22976
8/22/21,3:15:00 PM,80.50334,35.53142,-35.31086,-4.36002
8/22/21,3:30:00 PM,80.74338,35.5318,-35.31148,-4.45616
8/22/21,3:45:00 PM,81.02336,35.53254,-35.31088,-4.53458
8/22/21,4:00:00 PM,81.02518,35.53336,-35.31192,-4.5822
8/22/21,4:15:00 PM,81.26572,35.5348,-35.31276,-4.63948
