Device Name:,,VoltX4,VoltX4,VoltX4,VoltX4
Device Description:,,4-Channel Voltage Data Logger,4-Channel Voltage Data Logger,4-Channel Voltage Data Logger,4-Channel Voltage Data Logger
Serial Number:,,R64784,R64784,R64784,R64784
Device ID:,,MultiChannel,MultiChannel,MultiChannel,MultiChannel
,,,,,
,,Channel 1,Channel 2,Channel 3,Channel 4
Date,Time,Voltage 1 (mV),Voltage 2 (mV),Voltage 3 (mV),Voltage 4 (mV)
8/21/21,3:43:00 AM,70.4175,35.58646,-35.40784,-9.92012
8/21/21,3:43:10 AM,70.46112,35.58654,-35.40918,-9.92568
8/21/21,3:43:20 AM,70.5666,35.58628,-35.40802,-9.93234
8/21/21,3:43:30 AM,70.63008,35.58648,-35.4081,-9.93502
8/21/21,3:43:40 AM,70.79132,35.58418,-35.40978,-9.94026
8/21/21,3:43:50 AM,70.5647,35.5857,-35.4081,-9.94118
8/21/21,3:44:00 AM,70.63002,35.58634,-35.40832,-9.93548
8/21/21,3:44:10 AM,70.852,35.56942,-35.40978,-9.90932
8/21/21,3:44:20 AM,70.3479,35.57228,-35.40954,-9.91018
8/21/21,3:44:30 AM,70.4814,35.57174,-35.40926,-9.91776
8/21/21,3:44:40 AM,70.60364,35.57064,-35.409,-9.92566
8/21/21,3:44:50 AM,80.07856,35.57946,-35.40014,-9.93724
8/21/21,3:45:00 AM,92.0449,35.59152,-35.3866,-10.08524
8/21/21,3:45:10 AM,92.48556,35.59242,-35.38718,-10.12046
8/21/21,3:45:20 AM,92.2711,35.58508,-35.38686,-10.14976
8/21/21,3:45:30 AM,92.21918,35.58312,-35.38682,-10.27228
8/21/21,3:45:40 AM,92.24146,35.58022,-35.38666,-10.3168
8/21/21,3:45:50 AM,92.28692,35.5792,-35.38678,-10.3251
8/21/21,3:46:00 AM,92.32246,35.57768,-35.38824,-10.332
8/21/21,3:46:10 AM,93.01094,35.57712,-35.38658,-10.33542
8/21/21,3:46:20 AM,93.99872,35.57708,-35.38566,-10.35854
8/21/21,3:46:30 AM,94.70744,35.57744,-35.3854,-10.36908
8/21/21,3:46:40 AM,94.53134,35.5769,-35.38488,-10.37082
8/21/21,3:46:50 AM,94.23408,35.57564,-35.38488,-10.36828
8/21/21,3:47:00 AM,94.10394,35.57426,-35.3855,-10.365
8/21/21,3:47:10 AM,94.046,35.57454,-35.38618,-10.36076
8/21/21,3:47:20 AM,94.00792,35.57426,-35.38602,-10.35522
8/21/21,3:47:30 AM,93.99332,35.57262,-35.38584,-10.35114
